county_name,fips,pop2020,pop_density_perSqMile,perc_pop_65plus,median_HH_income,perc_college_grad
"Indian River County, FL",12061,161546,321.2,31.9952,63803,26.9918
"Stearns County, MN",27145,161104,119.9,15.6588,73803,26.1468
"Hampshire County, MA",25015,161026,305.4,16.1092,83596,43.1263
"Catawba County, NC",37035,160021,401.3,17.9658,59875,21.945
"St. Clair County, MI",26147,159595,221.3,19.0081,66410,17.7941
"Alexandria city, VA",51510,159299,10600.9,12.0195,109414,55.5572
"Sullivan County, TN",47163,159132,385,24.0762,55987,21.5586
"Johnson County, IN",18081,159025,496.3,16.1893,84924,27.3541
"Rensselaer County, NY",36083,158904,243.6,17.3891,80170,28.5129
"Comal County, TX",48091,158871,284,20.5104,86980,30.2019
"Jackson County, MI",26075,158744,226.2,18.5368,65281,21.6413
"Olmsted County, MN",27109,158737,243,15.9975,90389,37.1326
"Houston County, GA",13153,158726,422.7,13.2656,75249,23.2832
"Fairfield County, OH",39045,158181,313.6,16.2896,80648,27.2075
"Madera County, CA",6039,157915,73.9,14.7136,58619,14.4159
"Columbia County, GA",13073,157742,543.8,13.6501,92014,32.8784
"Schenectady County, NY",36093,155578,760.7,18.5855,76438,28.5788
"Rankin County, MS",28121,155562,200.6,15.1489,78521,26.8661
"Franklin County, PA",42055,155441,201.3,21.1051,72098,20.8141
"Mesa County, CO",8077,155037,46.6,19.5792,69497,24.5884
"Stafford County, VA",51179,153837,572,9.8981,125519,36.0262
"Berrien County, MI",26021,153540,270.4,20.9913,61493,25.4755
"Bibb County, GA",13021,153494,614.6,16.0156,53567,20.966
"Kings County, CA",6031,153468,110.5,10.1943,57910,12.8743
"Ouachita Parish, LA",22073,153043,250.7,15.9112,54947,22.7844
"Penobscot County, ME",23019,152403,44.9,18.7929,60149,25.7074
"Merrimack County, NH",33013,151915,162.6,17.7514,89436,32.9464
"Washington County, MD",24043,151544,331,18.2172,74882,19.9233
"Johnson County, IA",19103,151503,246.7,11.1945,72805,48.1789
"Citrus County, FL",12017,151369,260.2,38.6836,54802,16.07
"Monroe County, MI",26115,151003,274.9,17.7248,75953,19.2591
"Santa Fe County, NM",35049,150930,79,19.3699,68239,34.3589
"Tolland County, CT",9013,150866,367.8,15.8061,108223,38.0603
"Canadian County, OK",40017,149690,166.9,14.4191,84378,25.0559
"Scott County, MN",27139,149681,419.9,10.2672,112867,40.7236
"Coweta County, GA",13077,149354,338.8,14.238,82867,26.6321
"Cumberland County, NJ",34011,149350,308.8,15.9625,66791,14.9021
"Orange County, NC",37135,148696,373.6,12.695,78165,50.3061
"Monroe County, IN",18105,148408,376.2,13.1644,54027,44.5424
"Sandoval County, NM",35043,147724,39.8,16.6493,73498,27.1804
"Douglas County, GA",13097,147078,735.1,10.7671,75616,27.0712
"Wilson County, TN",47189,145878,255.6,16.2992,84520,28.8897
"Brunswick County, NC",37019,145089,171.3,26.9297,66012,25.3427
"Parker County, TX",48367,144637,160.1,16.5891,88641,24.1549
"Coconino County, AZ",4005,144552,7.8,12.1333,59482,28.7949
"Randolph County, NC",37151,144037,184.1,18.0391,56742,14.269
"Jackson County, MS",28059,144027,199.3,16.14,68139,20.0238
"Rowan County, NC",37159,142730,279.1,18.6863,58776,16.4649
"Lebanon County, PA",42075,142311,393.3,21.3469,74753,19.2487
"Rock Island County, IL",17161,141879,331.8,20.2962,65276,20.9133
"Schuylkill County, PA",42107,141622,181.9,22.8983,62281,14.9295
"Livingston Parish, LA",22063,141300,218,13.4933,77089,18.5928
"Sussex County, NJ",34037,140677,271,15.9472,113733,32.9807
"Wright County, MN",27171,138975,210.1,12.9376,96517,28.8397
"Randall County, TX",48381,138607,152.1,16.4609,77994,29.8998
"Kaufman County, TX",48257,138350,177.2,13.7282,81556,17.162
"Florence County, SC",45041,138348,172.9,17.0873,59168,20.7679
"Taylor County, TX",48441,138325,151.1,16.5935,59268,23.0879
"Napa County, CA",6055,137969,184.4,18.2092,87919,32.8884
"Grayson County, TX",48181,137247,147.1,20.3647,64013,19.4282
"Spotsylvania County, VA",51177,136944,341.1,13.1127,106820,27.1826
"Harnett County, NC",37085,136535,229.5,13.7452,60438,18.7534
"Washington County, WI",55131,136505,316.9,17.6213,91395,30.2332
"Humboldt County, CA",6023,135819,38.1,16.7215,53989,27.6345
"Marathon County, WI",55073,135735,87.9,18.1818,74289,24.1131
"Tangipahoa Parish, LA",22105,135267,170.9,15.15,55691,17.5821
"Sumter County, FL",12119,134623,246.1,50.5144,65163,24.5406
"Hampton city, VA",51650,134502,2616.1,16.0027,71645,23.6007
"Calhoun County, MI",26025,134374,190.3,19.0238,59600,18.3259
"Clark County, OH",39023,134171,337.6,20.7064,61266,18.9145
"Boone County, KY",21015,133897,543.5,12.7001,90179,28.9939
"Blount County, TN",47009,133854,239.6,21.1641,63868,22.8722
"Warren County, KY",21227,133825,247.1,14.318,60585,27.0354
"Wichita County, TX",48485,132532,211.1,16.4934,61536,21.14
"Tazewell County, IL",17179,131789,203.1,20.2407,77878,25.417
"Black Hawk County, IA",19013,131305,232.1,17.7069,63804,26.9001
"Wood County, OH",39173,131035,212.3,15.8744,72832,28.1584
"Strafford County, NH",33017,130860,354.7,15.6595,80518,34.2757
"Linn County, OR",41043,130633,57,19.9972,63787,15.8276
"Robeson County, NC",37155,130397,137.4,15.5855,33642,14.123
"Cambria County, PA",42021,130245,189.2,23.9303,57708,20.5899
"Skagit County, WA",53057,129990,75.1,20.1562,73937,23.2039
"Madison County, IN",18095,129911,287.5,19.8274,61394,17.3147
"Washington County, TN",47179,129815,397.6,19.8221,60201,29.7973
"Rapides Parish, LA",22079,129661,98.4,17.8234,57558,16.7774
"Kendall County, IL",17093,129522,404.3,9.8339,111045,34.2925
"Fayette County, PA",42051,129389,163.7,23.08,52212,15.5661
"Cache County, UT",49005,128849,110.6,10.2927,67510,36.9449
"Clarke County, GA",13059,128658,1079.3,10.9383,45370,38.1637
"Sebastian County, AR",5131,128014,240.7,16.6076,52973,17.0667
"Pickens County, SC",45077,127596,257,17.6244,58000,22.3999
"Bossier Parish, LA",22015,127361,151.6,15.5393,73257,24.5406
"Ascension Parish, LA",22005,127103,438.3,12.0926,90107,23.4225
"Chautauqua County, NY",36013,127072,119.9,20.948,57062,19.7793
"Faulkner County, AR",5045,126340,195,13.2492,67366,25.2109
"Cochise County, AZ",4003,125866,20.4,21.6699,60028,25.1572
"Washington County, RI",44009,125801,382.1,19.4053,98446,39.9132
"Berkshire County, MA",25003,125118,135,23.27,66246,29.8593
"Hunterdon County, NJ",34019,124506,291,17.0169,139568,48.9284
"Gregg County, TX",48183,124356,455,17.5062,62233,17.5192
"Wayne County, NC",37191,123306,222.9,17.0754,58477,16.381
"Saline County, AR",5125,123287,170.4,18.7522,73525,24.8173
"San Juan County, NM",35045,122909,22.3,14.6507,57412,14.193
"Douglas County, KS",20045,122663,269.1,11.6759,65538,46.8441
"Kennebec County, ME",23011,122609,141.3,20.1445,66104,24.0666
"Blair County, PA",42013,121996,232,22.6057,59530,19.6793
"Jasper County, MO",29097,121694,190.6,17.2794,54294,22.0065
"Richland County, OH",39139,121566,245.5,20.8932,60610,15.4642
"Carroll County, GA",13045,120634,241.7,14.4744,63949,18.498
"Comanche County, OK",40031,120613,112.8,13.3037,61426,20.0162
"Missoula County, MT",30063,120074,46.3,15.0282,61186,40.262
"Berkeley County, WV",54003,119919,373.4,15.1202,74446,19.7762
"Bonneville County, ID",16019,119890,64.2,14.1521,68786,27.7665
"Morgan County, AL",1103,119864,206.9,18.1339,63201,20.3178
"Tom Green County, TX",48451,119536,78.5,17.9076,59268,19.8609
"Clark County, IN",18019,118841,318.7,16.6483,69068,20.4088
"Allegan County, MI",26005,118523,143.6,17.2211,70046,20.9274
"Henderson County, NC",37089,118348,317.2,27.8602,64536,28.7648
"La Crosse County, WI",55063,118274,261.8,17.008,70560,31.2269
"Lowndes County, GA",13185,117727,237.3,13.0675,54931,20.4464
"Oswego County, NY",36075,117203,123.2,16.7342,65998,19.0329
"Potter County, TX",48375,117197,129,14.3246,49501,15.0942
"Windham County, CT",9015,116984,228.1,16.5074,80731,23.4113
"Flagler County, FL",12035,116416,239.8,30.5516,67154,25.3877
"Wayne County, OH",39169,115744,208.6,19.0256,67866,20.6127
"Sheboygan County, WI",55117,115651,226.2,18.4279,72736,25.2311
"Gallatin County, MT",30031,115484,44.4,12.6909,72474,45.0214
"Fayette County, GA",13113,114984,591.7,16.1605,108616,43.6756
"Delaware County, IN",18035,114291,291.5,18.8143,53087,24.3149
"Pennington County, SD",46103,114285,41.2,17.4975,67714,27.2974
"St. Mary's County, MD",24037,113763,318.5,13.9202,113048,27.5532
"Calhoun County, AL",1015,113714,187.7,18.4735,55626,17.4072
"Lycoming County, PA",42081,113354,92.3,20.9159,61592,20.9377
"Newton County, GA",13217,112454,413.2,12.767,71289,17.4611
"Douglas County, OR",41019,111731,22.2,26.4555,55464,14.8175
"Cowlitz County, WA",53015,111506,97.8,19.5021,63273,15.9186
"Hardin County, KY",21093,111419,178.8,14.5065,67409,20.4891
"Navajo County, AZ",4017,111160,11.2,18.5642,42934,14.2347
"Craighead County, AR",5031,110860,156.8,15.2751,57179,24.6692
"Eaton County, MI",26045,110494,192.1,18.2155,76582,25.7686
"Terrebonne Parish, LA",22109,110262,89.5,14.9317,68376,15.655
"Ontario County, NY",36069,110132,171,19.9415,77776,31.7749
"LaPorte County, IN",18091,110084,184,18.2915,66046,16.8966
"Albemarle County, VA",51003,109785,152.3,18.2165,92969,46.5181
"Kankakee County, IL",17091,109762,162.2,17.3029,69368,18.8621
"Mercer County, PA",42085,109474,162.8,23.433,61333,21.7472
"Jefferson County, NY",36045,109309,86.2,14.438,65759,19.9859
"Matanuska-Susitna Borough, AK",2170,108894,4.4,11.0272,92620,21.1571
"LaSalle County, IL",17099,108823,95.9,20.8991,71738,16.6123
"Bradley County, TN",47011,108478,330,18.5558,56620,17.9561
"Androscoggin County, ME",23001,108421,231.7,18.2437,62283,19.3531
"Hanover County, VA",51085,108403,231.4,17.5493,103476,36.1561
"Bartow County, GA",13015,108306,235.7,14.387,68338,16.5863
"Yamhill County, OR",41071,107859,150.7,17.5776,72394,24.6265
"St. Lawrence County, NY",36089,107699,40.2,18.1942,60648,24.0876
"Miami County, OH",39109,107451,264.3,20.0529,72491,22.2769
"Vigo County, IN",18167,107030,265.4,17.3419,57326,24.0906
"Highlands County, FL",12055,107017,105.3,37.0549,48729,15.618
"Sumter County, SC",45085,106840,160.6,17.0741,56587,18.5548
"Madison County, MS",28089,106739,149.4,13.7007,82123,40.6115
"Rockwall County, TX",48397,106387,837.5,13.0016,109261,33.2492
"Cass County, MO",29037,106355,152.6,17.7782,83541,24.2784
"Houston County, AL",1069,106174,183.1,18.6872,57226,20.8223
"Monongalia County, WV",54061,105812,293.9,13.5004,56884,37.4932
"Carver County, MN",27019,105614,298.1,11.4227,112920,44.3498
"Warren County, NJ",34041,105503,295.6,18.0109,98864,30.5762
"DeKalb County, IL",17037,105059,166.4,12.6691,71133,32.0355
"Platte County, MO",29165,105025,249.9,14.6508,91199,39.051
"Eau Claire County, WI",55035,104836,164.3,16.3217,66613,31.2497
"Whitfield County, GA",13313,104680,360.4,15.5674,56000,13.3844
"Flathead County, MT",30029,104638,20.6,18.9472,63272,29.0877
"Walworth County, WI",55127,104293,187.9,17.5966,74663,24.659
"Franklin County, MO",29071,104241,113,18.4006,67281,17.6696
"Macon County, IL",17115,103995,179.1,20.7375,64192,22.7675
"Wicomico County, MD",24045,103987,277.7,16.679,69896,27.6299
"Fond du Lac County, WI",55039,103698,144.1,19.0939,73401,20.9309
"Bay County, MI",26017,103283,233.5,21.1061,64215,18.6975
"Woodbury County, IA",19193,103240,118.3,16.6186,62555,21.9398
"Adams County, PA",42001,103207,199,20.2292,78996,21.4756
"Cecil County, MD",24015,103108,297.8,15.5633,89077,21.0556
"Etowah County, AL",1055,102381,191.4,20.2254,53405,15.6332
"Tompkins County, NY",36109,102377,215.7,13.7404,69274,47.7964
"Craven County, NC",37049,102334,144.3,19.3338,64569,25.6907
"Allen County, OH",39003,102294,254.1,19.0647,61549,17.9684
"Columbiana County, OH",39029,101939,191.7,21.3951,58723,14.2535
"Daviess County, KY",21059,101862,222.2,18.958,62521,21.4378
"Moore County, NC",37125,101590,145.6,28.0628,66959,31.7018
"Nevada County, CA",6057,100191,104.6,24.4603,77183,33.7888
"Garland County, AR",5051,99945,147.5,25.7832,54186,19.2623
"Limestone County, AL",1083,99825,178.3,16.0962,67349,24.0027
"Laramie County, WY",56021,99801,37.2,16.6441,75566,23.9896
"Roanoke city, VA",51770,99499,2337.8,17.6665,52073,23.3796
"Hunt County, TX",48231,99424,118.3,18.0993,61177,18.4164
"Lancaster County, SC",45057,99144,180.5,20.3512,59008,19.9363
"Montgomery County, VA",51121,98852,255.4,12.7392,60718,41.2656
"Floyd County, GA",13115,98711,193.6,18.0193,56337,18.5989
"Lenawee County, MI",26091,98686,131.7,19.0159,67097,19.2836
"Sevier County, TN",47155,98658,166.5,20.416,61050,14.7149
"Putnam County, NY",36079,98405,427.3,16.5927,126833,39.5685
"Cleveland County, NC",37045,98313,211.8,19.441,53296,15.6703
"Madison County, TN",47113,98153,176.2,16.6536,58587,22.7816
"Grant County, WA",53025,97947,36.6,14.9081,56472,14.7562
"Sherburne County, MN",27141,97678,225.6,11.0834,96694,24.46
"Lafourche Parish, LA",22057,97658,91.4,16.3479,68812,15.2218
"Story County, IA",19169,97573,170.3,12.6377,67753,50.6878
"Dubuque County, IA",19061,97411,160.1,19.5481,70456,29.7134
"Sutter County, CA",6101,97287,161.5,17.0012,65454,16.1612
"Ashtabula County, OH",39007,97260,138.6,20.3486,56761,15.3374
"Maury County, TN",47119,97197,158.5,17.1199,63746,17.7724
"Marshall County, AL",1095,96982,171.4,19.2964,52206,16.2625
"Fairbanks North Star Borough, AK",2090,96444,13.1,8.8435,90651,29.4448
"Burleigh County, ND",38015,95997,58.8,17.2839,80757,32.331
"Franklin County, WA",53021,95621,77,9.5774,63067,13.6811
"Walton County, GA",13297,95403,292.9,16.0477,72545,18.9167
"Steuben County, NY",36101,95301,68.5,20.6357,64718,23.082
"Roanoke County, VA",51161,94477,377.1,21.9048,85339,32.0124
"Nash County, NC",37127,94450,174.8,17.8602,60127,19.0619
"Dallas County, IA",19049,94355,160.3,13.2182,97732,41.9617
"Portsmouth city, VA",51740,94161,2798,17.0187,64638,19.0567
"Geauga County, OH",39055,93749,234.3,20.541,92595,36.0575
"Campbell County, KY",21037,93597,618.6,16.7025,73012,28.4492
"Bowie County, TX",48037,93553,105.7,18.0785,59163,18.6523
"Madison County, KY",21151,93427,213.6,14.9721,59650,26.9312
"Grand Traverse County, MI",26055,93397,201.1,19.3839,70584,31.3202
"Pottawattamie County, IA",19155,93310,98.2,18.5414,69616,21.9324
"Benton County, OR",41003,93142,137.8,15.3647,65593,51.7327
"Lauderdale County, AL",1077,92926,139.2,21.5924,56683,22.3204
"Rogers County, OK",40131,92825,137.4,17.4554,71995,24.3378
"Calvert County, MD",24009,92797,435.4,14.6384,123513,30.9096
"Suffolk city, VA",51800,92505,231.2,15.5927,90190,25.5872
"Cape May County, NJ",34009,92211,366.8,26.563,80363,30.4502
"Victoria County, TX",48469,92153,104.5,18.0005,67503,18.6149
"Tuscarawas County, OH",39157,92063,162.2,21.1746,61087,14.8205
"Cabell County, WV",54011,91844,326.8,20.4129,51523,27.3463
"Rockingham County, NC",37157,91290,161.4,21.0374,53674,12.4992
"Rockdale County, GA",13247,91261,703.1,12.9825,76670,25.641
"St. Croix County, WI",55109,91057,126.1,13.4355,92730,33.3333
"Northumberland County, PA",42097,90920,198.4,23.491,57082,14.807
"Burke County, NC",37023,90648,178.8,20.37,52045,16.6113
"Grafton County, NH",33009,90008,52.7,19.9404,73788,38.4357
"St. Clair County, AL",1115,90004,142.4,17.3615,67851,15.4568
"Frederick County, VA",51069,89939,217.5,16.6846,89324,29.0677
"Wayne County, NY",36117,89892,148.9,18.7458,73584,22.5358
"Nassau County, FL",12089,89773,138.4,21.1968,79176,23.0357
"Bastrop County, TX",48021,89551,100.8,14.9423,70104,17.6657
"Ozaukee County, WI",55089,89524,384.1,19.8349,101415,44.4796
"Liberty County, TX",48291,89195,77,15.2452,64404,11.3477
"Christian County, MO",29043,89131,158.4,16.432,73024,25.1405
"Dougherty County, GA",13095,88673,269.8,15.4151,45725,17.0711
"Bannock County, ID",16005,88233,79.3,14.8289,63093,25.9084
"Josephine County, OR",41033,88059,53.7,27.971,50034,16.0859
"Dodge County, WI",55027,88047,100.6,19.1068,73824,17.1988
"Lapeer County, MI",26087,87739,136.4,17.9077,72974,17.5423
"Buchanan County, MO",29021,87334,214,17.9896,61542,21.7152
"Twin Falls County, ID",16083,87142,45.4,17.8789,57610,15.0727
"Mendocino County, CA",6045,86919,24.8,19.6068,55744,19.5374
"Angelina County, TX",48005,86763,108.8,17.7414,55656,14.2009
"Polk County, OR",41053,86735,117.1,18.9093,70396,29.4904
"Lincoln County, NC",37109,86706,291,17.6827,68630,18.3691
"Muskingum County, OH",39119,86365,130,19.9004,55343,14.5047
"Orangeburg County, SC",45075,86045,77.8,19.5421,47991,19.7085
"Island County, WA",53029,85674,411,23.4318,80292,31.7428
"Glynn County, GA",13127,85660,204.1,19.2038,69164,24.3484
"Lawrence County, PA",42073,85588,239,23.9029,60991,19.9492
"Lee County, MS",28081,85569,190.2,16.5352,58054,22.4998
"Jefferson County, WI",55055,84882,152.5,17.2663,74024,25.5736
"Crawford County, PA",42039,84595,83.6,21.5675,57600,19.1047
"Indiana County, PA",42063,84134,101.7,20.2819,60264,21.8236
"Cullman County, AL",1043,84084,114.4,20.8268,53982,11.98
"Barrow County, GA",13013,83976,523.8,12.5155,71509,17.2924
"Bartholomew County, IN",18005,83784,205.9,17.6382,73205,26.5367
"Wood County, WV",54107,83510,228,22.0668,58442,20.9929
"Chemung County, NY",36015,83466,204.9,20.0393,65814,22.521
"Orange County, TX",48361,83406,250,18.4771,68752,13.8214
"Henderson County, TX",48213,83294,95.3,24.7293,56145,15.2101
"Midland County, MI",26111,83251,161.3,19.261,73789,31.9589
"Howard County, IN",18067,82746,282.4,20.8481,62952,20.178
"Lynchburg city, VA",51680,82661,1682.6,17.5911,53316,31.628
"Caldwell County, NC",37027,82384,174.7,20.158,48748,12.402
"Rockingham County, VA",51165,82301,96.9,20.2464,71582,23.8721
"Newport County, RI",44005,82060,801.5,21.6476,94204,41.3998
"St. Landry Parish, LA",22097,82041,88.8,18.1434,49675,14.808
"Bullitt County, KY",21029,82027,276.2,15.3047,73617,13.0613
"Wilson County, NC",37195,82008,222.7,18.3836,53233,18.4836
"Leavenworth County, KS",20103,81920,177,14.7571,84388,29.2564
"Wagoner County, OK",40145,81685,145.5,16.4816,72288,22.163
"Payne County, OK",40119,81665,119.3,13.4537,49400,37.3234
"Elmore County, AL",1051,81661,132,15.9023,74617,21.6525
"Cascade County, MT",30013,81399,30.2,19.94,60961,24.1184
"Lewis County, WA",53041,81237,33.8,22.2386,61321,14.7882
"Putnam County, TN",47141,80766,201.4,19.2222,47675,22.1182
"Clinton County, NY",36019,80569,77.6,17.5899,69001,23.4036
"Bulloch County, GA",13031,80548,119.7,12.0202,47361,25.3001
"Oconee County, SC",45073,80021,127.8,24.1237,58252,21.9848
"Talladega County, AL",1121,80019,108.6,18.3681,48923,12.8312
"Clinton County, MI",26037,79912,141.1,17.0638,78670,28.7695
"Natrona County, WY",56025,79808,14.9,16.2102,75625,19.8856
"Kosciusko County, IN",18085,79574,149.7,17.8651,70126,21.4473
"Clearfield County, PA",42033,79290,69.3,22.4038,56250,13.0999
"Bedford County, VA",51019,79279,104.3,21.8519,74930,24.4231
"Yuba County, CA",6115,79182,125.3,13.5031,62141,13.1974
"Manitowoc County, WI",55071,79127,134.3,21.4213,69716,21.812
